county,election_district,office,district,party,candidate,votes
New Castle,10-21,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,11-21,U.S. Senate,,DEMOCRATIC,Biden J R,366
New Castle,11-21,U.S. Senate,,REPUBLICAN,Clatworthy,260
New Castle,11-21,U.S. Senate,,IND OF DEL,Barros M,4
New Castle,11-21,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,11-21,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,12-21,U.S. Senate,,DEMOCRATIC,Biden J R,74
New Castle,12-21,U.S. Senate,,REPUBLICAN,Clatworthy,81
New Castle,12-21,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,12-21,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,12-21,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,13-21,U.S. Senate,,DEMOCRATIC,Biden J R,114
New Castle,13-21,U.S. Senate,,REPUBLICAN,Clatworthy,106
New Castle,13-21,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,13-21,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,13-21,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,14-21,U.S. Senate,,DEMOCRATIC,Biden J R,65
New Castle,14-21,U.S. Senate,,REPUBLICAN,Clatworthy,57
New Castle,14-21,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,14-21,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,14-21,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-22,U.S. Senate,,DEMOCRATIC,Biden J R,175
New Castle,01-22,U.S. Senate,,REPUBLICAN,Clatworthy,158
New Castle,01-22,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,01-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,01-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-22,U.S. Senate,,DEMOCRATIC,Biden J R,275
New Castle,02-22,U.S. Senate,,REPUBLICAN,Clatworthy,228
New Castle,02-22,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,02-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,02-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-22,U.S. Senate,,DEMOCRATIC,Biden J R,161
New Castle,03-22,U.S. Senate,,REPUBLICAN,Clatworthy,167
New Castle,03-22,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,03-22,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,03-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-22,U.S. Senate,,DEMOCRATIC,Biden J R,454
New Castle,04-22,U.S. Senate,,REPUBLICAN,Clatworthy,326
New Castle,04-22,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,04-22,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,04-22,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,05-22,U.S. Senate,,DEMOCRATIC,Biden J R,420
New Castle,05-22,U.S. Senate,,REPUBLICAN,Clatworthy,431
New Castle,05-22,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,05-22,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,05-22,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-22,U.S. Senate,,DEMOCRATIC,Biden J R,475
New Castle,06-22,U.S. Senate,,REPUBLICAN,Clatworthy,458
New Castle,06-22,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,06-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,06-22,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,07-22,U.S. Senate,,DEMOCRATIC,Biden J R,304
New Castle,07-22,U.S. Senate,,REPUBLICAN,Clatworthy,252
New Castle,07-22,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,07-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,07-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-22,U.S. Senate,,DEMOCRATIC,Biden J R,217
New Castle,08-22,U.S. Senate,,REPUBLICAN,Clatworthy,174
New Castle,08-22,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,08-22,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,08-22,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,09-22,U.S. Senate,,DEMOCRATIC,Biden J R,395
New Castle,09-22,U.S. Senate,,REPUBLICAN,Clatworthy,313
New Castle,09-22,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,09-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,09-22,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,10-22,U.S. Senate,,DEMOCRATIC,Biden J R,244
New Castle,10-22,U.S. Senate,,REPUBLICAN,Clatworthy,239
New Castle,10-22,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,10-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,10-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,11-22,U.S. Senate,,DEMOCRATIC,Biden J R,393
New Castle,11-22,U.S. Senate,,REPUBLICAN,Clatworthy,255
New Castle,11-22,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,11-22,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,11-22,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,12-22,U.S. Senate,,DEMOCRATIC,Biden J R,240
New Castle,12-22,U.S. Senate,,REPUBLICAN,Clatworthy,165
New Castle,12-22,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,12-22,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,12-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,13-22,U.S. Senate,,DEMOCRATIC,Biden J R,30
New Castle,13-22,U.S. Senate,,REPUBLICAN,Clatworthy,35
New Castle,13-22,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,13-22,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,13-22,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,14-22,U.S. Senate,,DEMOCRATIC,Biden J R,136
New Castle,14-22,U.S. Senate,,REPUBLICAN,Clatworthy,104
New Castle,14-22,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,14-22,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,14-22,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-23,U.S. Senate,,DEMOCRATIC,Biden J R,113
New Castle,01-23,U.S. Senate,,REPUBLICAN,Clatworthy,41
New Castle,01-23,U.S. Senate,,IND OF DEL,Barros M,5
New Castle,01-23,U.S. Senate,,LIBERTARIN,Buranello,8
New Castle,01-23,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-23,U.S. Senate,,DEMOCRATIC,Biden J R,446
New Castle,02-23,U.S. Senate,,REPUBLICAN,Clatworthy,310
New Castle,02-23,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,02-23,U.S. Senate,,LIBERTARIN,Buranello,6
New Castle,02-23,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,03-23,U.S. Senate,,DEMOCRATIC,Biden J R,477
New Castle,03-23,U.S. Senate,,REPUBLICAN,Clatworthy,278
New Castle,03-23,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,03-23,U.S. Senate,,LIBERTARIN,Buranello,5
New Castle,03-23,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-23,U.S. Senate,,DEMOCRATIC,Biden J R,505
New Castle,04-23,U.S. Senate,,REPUBLICAN,Clatworthy,313
New Castle,04-23,U.S. Senate,,IND OF DEL,Barros M,5
New Castle,04-23,U.S. Senate,,LIBERTARIN,Buranello,7
New Castle,04-23,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,05-23,U.S. Senate,,DEMOCRATIC,Biden J R,470
New Castle,05-23,U.S. Senate,,REPUBLICAN,Clatworthy,242
New Castle,05-23,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,05-23,U.S. Senate,,LIBERTARIN,Buranello,8
New Castle,05-23,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,06-23,U.S. Senate,,DEMOCRATIC,Biden J R,171
New Castle,06-23,U.S. Senate,,REPUBLICAN,Clatworthy,96
New Castle,06-23,U.S. Senate,,IND OF DEL,Barros M,7
New Castle,06-23,U.S. Senate,,LIBERTARIN,Buranello,6
New Castle,06-23,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,07-23,U.S. Senate,,DEMOCRATIC,Biden J R,460
New Castle,07-23,U.S. Senate,,REPUBLICAN,Clatworthy,217
New Castle,07-23,U.S. Senate,,IND OF DEL,Barros M,4
New Castle,07-23,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,07-23,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,08-23,U.S. Senate,,DEMOCRATIC,Biden J R,424
New Castle,08-23,U.S. Senate,,REPUBLICAN,Clatworthy,244
New Castle,08-23,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,08-23,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,08-23,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-23,U.S. Senate,,DEMOCRATIC,Biden J R,517
New Castle,09-23,U.S. Senate,,REPUBLICAN,Clatworthy,342
New Castle,09-23,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,09-23,U.S. Senate,,LIBERTARIN,Buranello,5
New Castle,09-23,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,10-23,U.S. Senate,,DEMOCRATIC,Biden J R,187
New Castle,10-23,U.S. Senate,,REPUBLICAN,Clatworthy,179
New Castle,10-23,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,10-23,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,10-23,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-24,U.S. Senate,,DEMOCRATIC,Biden J R,140
New Castle,01-24,U.S. Senate,,REPUBLICAN,Clatworthy,86
New Castle,01-24,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,01-24,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,01-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-24,U.S. Senate,,DEMOCRATIC,Biden J R,400
New Castle,02-24,U.S. Senate,,REPUBLICAN,Clatworthy,200
New Castle,02-24,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,02-24,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,02-24,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,03-24,U.S. Senate,,DEMOCRATIC,Biden J R,193
New Castle,03-24,U.S. Senate,,REPUBLICAN,Clatworthy,126
New Castle,03-24,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,03-24,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,03-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-24,U.S. Senate,,DEMOCRATIC,Biden J R,346
New Castle,04-24,U.S. Senate,,REPUBLICAN,Clatworthy,229
New Castle,04-24,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,04-24,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,04-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-24,U.S. Senate,,DEMOCRATIC,Biden J R,279
New Castle,05-24,U.S. Senate,,REPUBLICAN,Clatworthy,147
New Castle,05-24,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,05-24,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,05-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-24,U.S. Senate,,DEMOCRATIC,Biden J R,244
New Castle,06-24,U.S. Senate,,REPUBLICAN,Clatworthy,137
New Castle,06-24,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,06-24,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,06-24,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,07-24,U.S. Senate,,DEMOCRATIC,Biden J R,131
New Castle,07-24,U.S. Senate,,REPUBLICAN,Clatworthy,76
New Castle,07-24,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,07-24,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,07-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-24,U.S. Senate,,DEMOCRATIC,Biden J R,492
New Castle,08-24,U.S. Senate,,REPUBLICAN,Clatworthy,234
New Castle,08-24,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,08-24,U.S. Senate,,LIBERTARIN,Buranello,7
New Castle,08-24,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,09-24,U.S. Senate,,DEMOCRATIC,Biden J R,277
New Castle,09-24,U.S. Senate,,REPUBLICAN,Clatworthy,159
New Castle,09-24,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,09-24,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,09-24,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-25,U.S. Senate,,DEMOCRATIC,Biden J R,285
New Castle,01-25,U.S. Senate,,REPUBLICAN,Clatworthy,92
New Castle,01-25,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,01-25,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,01-25,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,02-25,U.S. Senate,,DEMOCRATIC,Biden J R,410
New Castle,02-25,U.S. Senate,,REPUBLICAN,Clatworthy,283
New Castle,02-25,U.S. Senate,,IND OF DEL,Barros M,4
New Castle,02-25,U.S. Senate,,LIBERTARIN,Buranello,7
New Castle,02-25,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,03-25,U.S. Senate,,DEMOCRATIC,Biden J R,348
New Castle,03-25,U.S. Senate,,REPUBLICAN,Clatworthy,205
New Castle,03-25,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,03-25,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,03-25,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-25,U.S. Senate,,DEMOCRATIC,Biden J R,298
New Castle,04-25,U.S. Senate,,REPUBLICAN,Clatworthy,166
New Castle,04-25,U.S. Senate,,IND OF DEL,Barros M,4
New Castle,04-25,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,04-25,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,05-25,U.S. Senate,,DEMOCRATIC,Biden J R,249
New Castle,05-25,U.S. Senate,,REPUBLICAN,Clatworthy,173
New Castle,05-25,U.S. Senate,,IND OF DEL,Barros M,7
New Castle,05-25,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,05-25,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-25,U.S. Senate,,DEMOCRATIC,Biden J R,380
New Castle,06-25,U.S. Senate,,REPUBLICAN,Clatworthy,255
New Castle,06-25,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,06-25,U.S. Senate,,LIBERTARIN,Buranello,7
New Castle,06-25,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-25,U.S. Senate,,DEMOCRATIC,Biden J R,336
New Castle,07-25,U.S. Senate,,REPUBLICAN,Clatworthy,251
New Castle,07-25,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,07-25,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,07-25,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,08-25,U.S. Senate,,DEMOCRATIC,Biden J R,203
New Castle,08-25,U.S. Senate,,REPUBLICAN,Clatworthy,144
New Castle,08-25,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,08-25,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,08-25,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,09-25,U.S. Senate,,DEMOCRATIC,Biden J R,134
New Castle,09-25,U.S. Senate,,REPUBLICAN,Clatworthy,77
New Castle,09-25,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,09-25,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,09-25,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-26,U.S. Senate,,DEMOCRATIC,Biden J R,188
New Castle,01-26,U.S. Senate,,REPUBLICAN,Clatworthy,93
New Castle,01-26,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,01-26,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,01-26,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-26,U.S. Senate,,DEMOCRATIC,Biden J R,270
New Castle,02-26,U.S. Senate,,REPUBLICAN,Clatworthy,144
New Castle,02-26,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,02-26,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,02-26,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,03-26,U.S. Senate,,DEMOCRATIC,Biden J R,209
New Castle,03-26,U.S. Senate,,REPUBLICAN,Clatworthy,87
New Castle,03-26,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,03-26,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,03-26,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-26,U.S. Senate,,DEMOCRATIC,Biden J R,318
New Castle,04-26,U.S. Senate,,REPUBLICAN,Clatworthy,155
New Castle,04-26,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,04-26,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,04-26,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,05-26,U.S. Senate,,DEMOCRATIC,Biden J R,270
New Castle,05-26,U.S. Senate,,REPUBLICAN,Clatworthy,147
New Castle,05-26,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,05-26,U.S. Senate,,LIBERTARIN,Buranello,3
New Castle,05-26,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-26,U.S. Senate,,DEMOCRATIC,Biden J R,299
New Castle,06-26,U.S. Senate,,REPUBLICAN,Clatworthy,190
New Castle,06-26,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,06-26,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,06-26,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-26,U.S. Senate,,DEMOCRATIC,Biden J R,455
New Castle,07-26,U.S. Senate,,REPUBLICAN,Clatworthy,212
New Castle,07-26,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,07-26,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,07-26,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-26,U.S. Senate,,DEMOCRATIC,Biden J R,165
New Castle,08-26,U.S. Senate,,REPUBLICAN,Clatworthy,55
New Castle,08-26,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,08-26,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,08-26,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,09-26,U.S. Senate,,DEMOCRATIC,Biden J R,381
New Castle,09-26,U.S. Senate,,REPUBLICAN,Clatworthy,109
New Castle,09-26,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,09-26,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,09-26,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-27,U.S. Senate,,DEMOCRATIC,Biden J R,287
New Castle,01-27,U.S. Senate,,REPUBLICAN,Clatworthy,193
New Castle,01-27,U.S. Senate,,IND OF DEL,Barros M,5
New Castle,01-27,U.S. Senate,,LIBERTARIN,Buranello,5
New Castle,01-27,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-27,U.S. Senate,,DEMOCRATIC,Biden J R,197
New Castle,02-27,U.S. Senate,,REPUBLICAN,Clatworthy,157
New Castle,02-27,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,02-27,U.S. Senate,,LIBERTARIN,Buranello,2
New Castle,02-27,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-27,U.S. Senate,,DEMOCRATIC,Biden J R,258
New Castle,03-27,U.S. Senate,,REPUBLICAN,Clatworthy,147
New Castle,03-27,U.S. Senate,,IND OF DEL,Barros M,5
New Castle,03-27,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,03-27,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-27,U.S. Senate,,DEMOCRATIC,Biden J R,118
New Castle,04-27,U.S. Senate,,REPUBLICAN,Clatworthy,98
New Castle,04-27,U.S. Senate,,IND OF DEL,Barros M,0
New Castle,04-27,U.S. Senate,,LIBERTARIN,Buranello,0
New Castle,04-27,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-27,U.S. Senate,,DEMOCRATIC,Biden J R,441
New Castle,05-27,U.S. Senate,,REPUBLICAN,Clatworthy,319
New Castle,05-27,U.S. Senate,,IND OF DEL,Barros M,3
New Castle,05-27,U.S. Senate,,LIBERTARIN,Buranello,5
New Castle,05-27,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-27,U.S. Senate,,DEMOCRATIC,Biden J R,228
New Castle,06-27,U.S. Senate,,REPUBLICAN,Clatworthy,137
New Castle,06-27,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,06-27,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,06-27,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,07-27,U.S. Senate,,DEMOCRATIC,Biden J R,337
New Castle,07-27,U.S. Senate,,REPUBLICAN,Clatworthy,314
New Castle,07-27,U.S. Senate,,IND OF DEL,Barros M,2
New Castle,07-27,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,07-27,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-27,U.S. Senate,,DEMOCRATIC,Biden J R,346
New Castle,08-27,U.S. Senate,,REPUBLICAN,Clatworthy,252
New Castle,08-27,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,08-27,U.S. Senate,,LIBERTARIN,Buranello,5
New Castle,08-27,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-27,U.S. Senate,,DEMOCRATIC,Biden J R,333
New Castle,09-27,U.S. Senate,,REPUBLICAN,Clatworthy,223
New Castle,09-27,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,09-27,U.S. Senate,,LIBERTARIN,Buranello,4
New Castle,09-27,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,10-27,U.S. Senate,,DEMOCRATIC,Biden J R,231
New Castle,10-27,U.S. Senate,,REPUBLICAN,Clatworthy,227
New Castle,10-27,U.S. Senate,,IND OF DEL,Barros M,1
New Castle,10-27,U.S. Senate,,LIBERTARIN,Buranello,1
New Castle,10-27,U.S. Senate,,NATURAL LW,Mattson R,1
Kent,01-28,U.S. Senate,,DEMOCRATIC,Biden J R,174
Kent,01-28,U.S. Senate,,REPUBLICAN,Clatworthy,131
Kent,01-28,U.S. Senate,,IND OF DEL,Barros M,2
Kent,01-28,U.S. Senate,,LIBERTARIN,Buranello,3
Kent,01-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,02-28,U.S. Senate,,DEMOCRATIC,Biden J R,667
Kent,02-28,U.S. Senate,,REPUBLICAN,Clatworthy,445
Kent,02-28,U.S. Senate,,IND OF DEL,Barros M,6
Kent,02-28,U.S. Senate,,LIBERTARIN,Buranello,4
Kent,02-28,U.S. Senate,,NATURAL LW,Mattson R,1
Kent,03-28,U.S. Senate,,DEMOCRATIC,Biden J R,60
Kent,03-28,U.S. Senate,,REPUBLICAN,Clatworthy,32
Kent,03-28,U.S. Senate,,IND OF DEL,Barros M,0
Kent,03-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,03-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,04-28,U.S. Senate,,DEMOCRATIC,Biden J R,8
Kent,04-28,U.S. Senate,,REPUBLICAN,Clatworthy,2
Kent,04-28,U.S. Senate,,IND OF DEL,Barros M,0
Kent,04-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,04-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,05-28,U.S. Senate,,DEMOCRATIC,Biden J R,497
Kent,05-28,U.S. Senate,,REPUBLICAN,Clatworthy,346
Kent,05-28,U.S. Senate,,IND OF DEL,Barros M,4
Kent,05-28,U.S. Senate,,LIBERTARIN,Buranello,7
Kent,05-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,06-28,U.S. Senate,,DEMOCRATIC,Biden J R,103
Kent,06-28,U.S. Senate,,REPUBLICAN,Clatworthy,79
Kent,06-28,U.S. Senate,,IND OF DEL,Barros M,2
Kent,06-28,U.S. Senate,,LIBERTARIN,Buranello,1
Kent,06-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,07-28,U.S. Senate,,DEMOCRATIC,Biden J R,53
Kent,07-28,U.S. Senate,,REPUBLICAN,Clatworthy,57
Kent,07-28,U.S. Senate,,IND OF DEL,Barros M,1
Kent,07-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,07-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,08-28,U.S. Senate,,DEMOCRATIC,Biden J R,596
Kent,08-28,U.S. Senate,,REPUBLICAN,Clatworthy,497
Kent,08-28,U.S. Senate,,IND OF DEL,Barros M,10
Kent,08-28,U.S. Senate,,LIBERTARIN,Buranello,5
Kent,08-28,U.S. Senate,,NATURAL LW,Mattson R,1
Kent,09-28,U.S. Senate,,DEMOCRATIC,Biden J R,10
Kent,09-28,U.S. Senate,,REPUBLICAN,Clatworthy,22
Kent,09-28,U.S. Senate,,IND OF DEL,Barros M,0
Kent,09-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,09-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,10-28,U.S. Senate,,DEMOCRATIC,Biden J R,18
Kent,10-28,U.S. Senate,,REPUBLICAN,Clatworthy,17
Kent,10-28,U.S. Senate,,IND OF DEL,Barros M,0
Kent,10-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,10-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,11-28,U.S. Senate,,DEMOCRATIC,Biden J R,312
Kent,11-28,U.S. Senate,,REPUBLICAN,Clatworthy,200
Kent,11-28,U.S. Senate,,IND OF DEL,Barros M,1
Kent,11-28,U.S. Senate,,LIBERTARIN,Buranello,3
Kent,11-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,12-28,U.S. Senate,,DEMOCRATIC,Biden J R,72
Kent,12-28,U.S. Senate,,REPUBLICAN,Clatworthy,40
Kent,12-28,U.S. Senate,,IND OF DEL,Barros M,0
Kent,12-28,U.S. Senate,,LIBERTARIN,Buranello,0
Kent,12-28,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,01-29,U.S. Senate,,DEMOCRATIC,Biden J R,693
Kent,01-29,U.S. Senate,,REPUBLICAN,Clatworthy,608
Kent,01-29,U.S. Senate,,IND OF DEL,Barros M,5
Kent,01-29,U.S. Senate,,LIBERTARIN,Buranello,2
Kent,01-29,U.S. Senate,,NATURAL LW,Mattson R,1
Kent,02-29,U.S. Senate,,DEMOCRATIC,Biden J R,397
Kent,02-29,U.S. Senate,,REPUBLICAN,Clatworthy,387
Kent,02-29,U.S. Senate,,IND OF DEL,Barros M,7
Kent,02-29,U.S. Senate,,LIBERTARIN,Buranello,2
Kent,02-29,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,03-29,U.S. Senate,,DEMOCRATIC,Biden J R,276
Kent,03-29,U.S. Senate,,REPUBLICAN,Clatworthy,372
Kent,03-29,U.S. Senate,,IND OF DEL,Barros M,2
Kent,03-29,U.S. Senate,,LIBERTARIN,Buranello,2
Kent,03-29,U.S. Senate,,NATURAL LW,Mattson R,0
Kent,04-29,U.S. Senate,,DEMOCRATIC,Biden J R,98
Kent,04-29,U.S. Senate,,REPUBLICAN,Clatworthy,101
Kent,04-29,U.S. Senate,,IND OF DEL,Barros M,1
Kent,04-29,U.S. Senate,,LIBERTARIN,Buranello,1
Kent,04-29,U.S. Senate,,NATURAL LW,Mattson R,0
