county,election_district,office,district,party,candidate,votes
New Castle,13-04,State Senate,3,DEMOCRATIC,Marshall R,24
New Castle,15-04,State Senate,3,DEMOCRATIC,Falkowski,2
New Castle,15-04,State Senate,3,DEMOCRATIC,Marshall R,5
New Castle,18-04,State Senate,3,DEMOCRATIC,Falkowski,1
New Castle,18-04,State Senate,3,DEMOCRATIC,Marshall R,7
New Castle,19-04,State Senate,3,DEMOCRATIC,Falkowski,0
New Castle,19-04,State Senate,3,DEMOCRATIC,Marshall R,6
New Castle,02-13,State Senate,3,DEMOCRATIC,Falkowski,1
New Castle,02-13,State Senate,3,DEMOCRATIC,Marshall R,4
New Castle,03-13,State Senate,3,DEMOCRATIC,Falkowski,16
New Castle,03-13,State Senate,3,DEMOCRATIC,Marshall R,41
New Castle,11-13,State Senate,3,DEMOCRATIC,Falkowski,23
New Castle,11-13,State Senate,3,DEMOCRATIC,Marshall R,83
New Castle,12-13,State Senate,3,DEMOCRATIC,Falkowski,25
New Castle,12-13,State Senate,3,DEMOCRATIC,Marshall R,48
New Castle,Total,State Senate,3,DEMOCRATIC,Falkowski,429
New Castle,Total,State Senate,3,DEMOCRATIC,Marshall R,1359
New Castle,02-04,State Senate,4,REPUBLICAN,Copeland C,66
New Castle,02-04,State Senate,4,REPUBLICAN,Winslow D,27
New Castle,11-04,State Senate,4,REPUBLICAN,Copeland C,173
New Castle,11-04,State Senate,4,REPUBLICAN,Winslow D,70
New Castle,16-04,State Senate,4,REPUBLICAN,Copeland C,88
New Castle,16-04,State Senate,4,REPUBLICAN,Winslow D,12
New Castle,06-06,State Senate,4,REPUBLICAN,Copeland C,55
New Castle,06-06,State Senate,4,REPUBLICAN,Winslow D,100
New Castle,07-06,State Senate,4,REPUBLICAN,Copeland C,87
New Castle,07-06,State Senate,4,REPUBLICAN,Winslow D,93
New Castle,01-07,State Senate,4,REPUBLICAN,Copeland C,50
New Castle,01-07,State Senate,4,REPUBLICAN,Winslow D,23
New Castle,09-07,State Senate,4,REPUBLICAN,Copeland C,25
New Castle,09-07,State Senate,4,REPUBLICAN,Winslow D,30
New Castle,01-10,State Senate,4,REPUBLICAN,Copeland C,42
New Castle,01-10,State Senate,4,REPUBLICAN,Winslow D,30
New Castle,02-10,State Senate,4,REPUBLICAN,Copeland C,51
New Castle,02-10,State Senate,4,REPUBLICAN,Winslow D,56
New Castle,06-10,State Senate,4,REPUBLICAN,Copeland C,103
New Castle,06-10,State Senate,4,REPUBLICAN,Winslow D,40
New Castle,07-10,State Senate,4,REPUBLICAN,Copeland C,74
New Castle,07-10,State Senate,4,REPUBLICAN,Winslow D,84
New Castle,08-10,State Senate,4,REPUBLICAN,Copeland C,67
New Castle,08-10,State Senate,4,REPUBLICAN,Winslow D,77
New Castle,03-11,State Senate,4,REPUBLICAN,Copeland C,97
New Castle,03-11,State Senate,4,REPUBLICAN,Winslow D,45
New Castle,04-11,State Senate,4,REPUBLICAN,Copeland C,54
New Castle,04-11,State Senate,4,REPUBLICAN,Winslow D,30
New Castle,06-11,State Senate,4,REPUBLICAN,Copeland C,86
New Castle,06-11,State Senate,4,REPUBLICAN,Winslow D,58
New Castle,07-11,State Senate,4,REPUBLICAN,Copeland C,77
New Castle,07-11,State Senate,4,REPUBLICAN,Winslow D,34
New Castle,08-11,State Senate,4,REPUBLICAN,Copeland C,136
New Castle,08-11,State Senate,4,REPUBLICAN,Winslow D,87
New Castle,10-11,State Senate,4,REPUBLICAN,Copeland C,176
New Castle,10-11,State Senate,4,REPUBLICAN,Winslow D,56
New Castle,11-11,State Senate,4,REPUBLICAN,Copeland C,44
New Castle,11-11,State Senate,4,REPUBLICAN,Winslow D,40
New Castle,04-12,State Senate,4,REPUBLICAN,Copeland C,96
New Castle,04-12,State Senate,4,REPUBLICAN,Winslow D,49
New Castle,07-12,State Senate,4,REPUBLICAN,Copeland C,117
New Castle,07-12,State Senate,4,REPUBLICAN,Winslow D,46
New Castle,10-12,State Senate,4,REPUBLICAN,Copeland C,111
New Castle,10-12,State Senate,4,REPUBLICAN,Winslow D,38
New Castle,11-12,State Senate,4,REPUBLICAN,Copeland C,176
New Castle,11-12,State Senate,4,REPUBLICAN,Winslow D,82
New Castle,13-20,State Senate,4,REPUBLICAN,Copeland C,59
New Castle,13-20,State Senate,4,REPUBLICAN,Winslow D,34
New Castle,01-22,State Senate,4,REPUBLICAN,Copeland C,41
New Castle,01-22,State Senate,4,REPUBLICAN,Winslow D,35
New Castle,Total,State Senate,4,REPUBLICAN,Copeland C,2151
New Castle,Total,State Senate,4,REPUBLICAN,Winslow D,1276
New Castle,01-18,State Senate,9,DEMOCRATIC,Peterson K,57
New Castle,01-18,State Senate,9,DEMOCRATIC,Sheldon T,27
New Castle,01-18,State Senate,9,REPUBLICAN,Mulrine D,33
New Castle,01-18,State Senate,9,REPUBLICAN,Wilkes K L,12
New Castle,02-18,State Senate,9,DEMOCRATIC,Peterson K,25
New Castle,02-18,State Senate,9,DEMOCRATIC,Sheldon T,31
New Castle,02-18,State Senate,9,REPUBLICAN,Mulrine D,21
New Castle,02-18,State Senate,9,REPUBLICAN,Wilkes K L,8
New Castle,03-18,State Senate,9,DEMOCRATIC,Peterson K,22
New Castle,03-18,State Senate,9,DEMOCRATIC,Sheldon T,7
New Castle,03-18,State Senate,9,REPUBLICAN,Mulrine D,19
New Castle,03-18,State Senate,9,REPUBLICAN,Wilkes K L,11
New Castle,01-19,State Senate,9,DEMOCRATIC,Peterson K,80
New Castle,01-19,State Senate,9,DEMOCRATIC,Sheldon T,69
New Castle,01-19,State Senate,9,REPUBLICAN,Mulrine D,38
New Castle,01-19,State Senate,9,REPUBLICAN,Wilkes K L,17
New Castle,02-19,State Senate,9,DEMOCRATIC,Peterson K,53
New Castle,02-19,State Senate,9,DEMOCRATIC,Sheldon T,37
New Castle,02-19,State Senate,9,REPUBLICAN,Mulrine D,18
New Castle,02-19,State Senate,9,REPUBLICAN,Wilkes K L,7
New Castle,05-19,State Senate,9,DEMOCRATIC,Peterson K,43
New Castle,05-19,State Senate,9,DEMOCRATIC,Sheldon T,30
New Castle,05-19,State Senate,9,REPUBLICAN,Mulrine D,12
New Castle,05-19,State Senate,9,REPUBLICAN,Wilkes K L,57
New Castle,06-19,State Senate,9,DEMOCRATIC,Peterson K,72
New Castle,06-19,State Senate,9,DEMOCRATIC,Sheldon T,40
New Castle,06-19,State Senate,9,REPUBLICAN,Mulrine D,30
New Castle,06-19,State Senate,9,REPUBLICAN,Wilkes K L,31
New Castle,02-21,State Senate,9,DEMOCRATIC,Peterson K,15
New Castle,02-21,State Senate,9,DEMOCRATIC,Sheldon T,41
New Castle,02-21,State Senate,9,REPUBLICAN,Mulrine D,7
New Castle,02-21,State Senate,9,REPUBLICAN,Wilkes K L,28
New Castle,03-21,State Senate,9,DEMOCRATIC,Peterson K,69
New Castle,03-21,State Senate,9,DEMOCRATIC,Sheldon T,33
New Castle,03-21,State Senate,9,REPUBLICAN,Mulrine D,47
New Castle,03-21,State Senate,9,REPUBLICAN,Wilkes K L,57
New Castle,06-21,State Senate,9,DEMOCRATIC,Peterson K,47
New Castle,06-21,State Senate,9,DEMOCRATIC,Sheldon T,16
New Castle,06-21,State Senate,9,REPUBLICAN,Mulrine D,35
New Castle,06-21,State Senate,9,REPUBLICAN,Wilkes K L,74
New Castle,08-21,State Senate,9,DEMOCRATIC,Peterson K,28
New Castle,08-21,State Senate,9,DEMOCRATIC,Sheldon T,24
New Castle,08-21,State Senate,9,REPUBLICAN,Mulrine D,19
New Castle,08-21,State Senate,9,REPUBLICAN,Wilkes K L,17
New Castle,09-21,State Senate,9,DEMOCRATIC,Peterson K,24
New Castle,09-21,State Senate,9,DEMOCRATIC,Sheldon T,26
New Castle,09-21,State Senate,9,REPUBLICAN,Mulrine D,23
New Castle,09-21,State Senate,9,REPUBLICAN,Wilkes K L,17
New Castle,11-21,State Senate,9,DEMOCRATIC,Peterson K,28
New Castle,11-21,State Senate,9,DEMOCRATIC,Sheldon T,52
New Castle,11-21,State Senate,9,REPUBLICAN,Mulrine D,37
New Castle,11-21,State Senate,9,REPUBLICAN,Wilkes K L,19
New Castle,13-21,State Senate,9,DEMOCRATIC,Peterson K,5
New Castle,13-21,State Senate,9,DEMOCRATIC,Sheldon T,2
New Castle,13-21,State Senate,9,REPUBLICAN,Mulrine D,8
New Castle,13-21,State Senate,9,REPUBLICAN,Wilkes K L,9
New Castle,14-21,State Senate,9,DEMOCRATIC,Peterson K,5
New Castle,14-21,State Senate,9,DEMOCRATIC,Sheldon T,5
New Castle,14-21,State Senate,9,REPUBLICAN,Mulrine D,5
New Castle,14-21,State Senate,9,REPUBLICAN,Wilkes K L,5
New Castle,03-24,State Senate,9,DEMOCRATIC,Peterson K,18
New Castle,03-24,State Senate,9,DEMOCRATIC,Sheldon T,17
New Castle,03-24,State Senate,9,REPUBLICAN,Mulrine D,9
New Castle,03-24,State Senate,9,REPUBLICAN,Wilkes K L,6
New Castle,08-25,State Senate,9,DEMOCRATIC,Peterson K,19
New Castle,08-25,State Senate,9,DEMOCRATIC,Sheldon T,9
New Castle,08-25,State Senate,9,REPUBLICAN,Mulrine D,14
New Castle,08-25,State Senate,9,REPUBLICAN,Wilkes K L,9
New Castle,06-26,State Senate,9,DEMOCRATIC,Peterson K,27
New Castle,06-26,State Senate,9,DEMOCRATIC,Sheldon T,30
New Castle,06-26,State Senate,9,REPUBLICAN,Mulrine D,7
New Castle,06-26,State Senate,9,REPUBLICAN,Wilkes K L,5
New Castle,Total,State Senate,9,DEMOCRATIC,Peterson K,637
New Castle,Total,State Senate,9,DEMOCRATIC,Sheldon T,496
New Castle,Total,State Senate,9,REPUBLICAN,Mulrine D,382
New Castle,Total,State Senate,9,REPUBLICAN,Wilkes K L,389
Kent,04-30,State Senate,16,DEMOCRATIC,Davis P,14
Kent,04-30,State Senate,16,DEMOCRATIC,Testerman,27
Kent,05-30,State Senate,16,DEMOCRATIC,Davis P,53
Kent,05-30,State Senate,16,DEMOCRATIC,Testerman,66
Kent,06-30,State Senate,16,DEMOCRATIC,Davis P,20
Kent,06-30,State Senate,16,DEMOCRATIC,Testerman,28
Kent,07-30,State Senate,16,DEMOCRATIC,Davis P,29
Kent,07-30,State Senate,16,DEMOCRATIC,Testerman,52
Sussex,08-30,State Senate,16,DEMOCRATIC,Davis P,8
Sussex,08-30,State Senate,16,DEMOCRATIC,Testerman,2
Kent,05-32,State Senate,16,DEMOCRATIC,Davis P,13
Kent,05-32,State Senate,16,DEMOCRATIC,Testerman,9
Kent,08-32,State Senate,16,DEMOCRATIC,Davis P,15
Kent,08-32,State Senate,16,DEMOCRATIC,Testerman,14
Kent,02-33,State Senate,16,DEMOCRATIC,Davis P,24
Kent,02-33,State Senate,16,DEMOCRATIC,Testerman,9
Kent,03-33,State Senate,16,DEMOCRATIC,Davis P,32
Kent,03-33,State Senate,16,DEMOCRATIC,Testerman,18
Kent,04-33,State Senate,16,DEMOCRATIC,Davis P,53
Kent,04-33,State Senate,16,DEMOCRATIC,Testerman,44
Kent,05-33,State Senate,16,DEMOCRATIC,Davis P,54
Kent,05-33,State Senate,16,DEMOCRATIC,Testerman,42
Kent,06-33,State Senate,16,DEMOCRATIC,Davis P,54
Kent,06-33,State Senate,16,DEMOCRATIC,Testerman,48
Sussex,10-33,State Senate,16,DEMOCRATIC,Davis P,12
Sussex,10-33,State Senate,16,DEMOCRATIC,Testerman,4
Kent,05-34,State Senate,16,DEMOCRATIC,Davis P,41
Kent,05-34,State Senate,16,DEMOCRATIC,Testerman,30
Kent,06-34,State Senate,16,DEMOCRATIC,Davis P,62
Kent,06-34,State Senate,16,DEMOCRATIC,Testerman,47
Kent,09-34,State Senate,16,DEMOCRATIC,Davis P,3
Kent,09-34,State Senate,16,DEMOCRATIC,Testerman,0
Kent,Total,State Senate,16,DEMOCRATIC,Davis P,487
Kent,Total,State Senate,16,DEMOCRATIC,Testerman,440
Sussex,01-35,State Senate,19,REPUBLICAN,Opaliski M,43
Sussex,01-35,State Senate,19,REPUBLICAN,Selby E R,54
Sussex,02-35,State Senate,19,REPUBLICAN,Opaliski M,44
Sussex,02-35,State Senate,19,REPUBLICAN,Selby E R,42
Sussex,03-35,State Senate,19,REPUBLICAN,Opaliski M,4
Sussex,03-35,State Senate,19,REPUBLICAN,Selby E R,8
Sussex,04-35,State Senate,19,REPUBLICAN,Opaliski M,54
Sussex,04-35,State Senate,19,REPUBLICAN,Selby E R,59
Sussex,06-35,State Senate,19,REPUBLICAN,Opaliski M,14
Sussex,06-35,State Senate,19,REPUBLICAN,Selby E R,14
Sussex,07-35,State Senate,19,REPUBLICAN,Opaliski M,6
Sussex,07-35,State Senate,19,REPUBLICAN,Selby E R,6
Sussex,04-36,State Senate,19,REPUBLICAN,Opaliski M,18
Sussex,04-36,State Senate,19,REPUBLICAN,Selby E R,22
Sussex,05-36,State Senate,19,REPUBLICAN,Opaliski M,7
Sussex,05-36,State Senate,19,REPUBLICAN,Selby E R,10
Sussex,06-36,State Senate,19,REPUBLICAN,Opaliski M,29
Sussex,06-36,State Senate,19,REPUBLICAN,Selby E R,53
Sussex,08-36,State Senate,19,REPUBLICAN,Opaliski M,19
Sussex,08-36,State Senate,19,REPUBLICAN,Selby E R,10
Sussex,04-37,State Senate,19,REPUBLICAN,Opaliski M,20
Sussex,04-37,State Senate,19,REPUBLICAN,Selby E R,13
Sussex,05-37,State Senate,19,REPUBLICAN,Opaliski M,45
Sussex,05-37,State Senate,19,REPUBLICAN,Selby E R,51
Sussex,06-37,State Senate,19,REPUBLICAN,Opaliski M,58
Sussex,06-37,State Senate,19,REPUBLICAN,Selby E R,92
Sussex,08-37,State Senate,19,REPUBLICAN,Opaliski M,12
Sussex,08-37,State Senate,19,REPUBLICAN,Selby E R,9
Sussex,01-39,State Senate,19,REPUBLICAN,Opaliski M,8
Sussex,01-39,State Senate,19,REPUBLICAN,Selby E R,5
Sussex,03-39,State Senate,19,REPUBLICAN,Opaliski M,30
Sussex,03-39,State Senate,19,REPUBLICAN,Selby E R,21
Sussex,Total,State Senate,19,REPUBLICAN,Opaliski M,411
Sussex,Total,State Senate,19,REPUBLICAN,Selby E R,469
New Castle,01-01,State Assembly,1,DEMOCRATIC,Pratcher S,60
New Castle,01-01,State Assembly,1,DEMOCRATIC,Williams D,215
New Castle,02-01,State Assembly,1,DEMOCRATIC,Pratcher S,121
New Castle,02-01,State Assembly,1,DEMOCRATIC,Williams D,342
New Castle,04-01,State Assembly,1,DEMOCRATIC,Pratcher S,54
New Castle,04-01,State Assembly,1,DEMOCRATIC,Williams D,181
New Castle,05-01,State Assembly,1,DEMOCRATIC,Pratcher S,77
New Castle,05-01,State Assembly,1,DEMOCRATIC,Williams D,135
New Castle,06-01,State Assembly,1,DEMOCRATIC,Pratcher S,38
New Castle,06-01,State Assembly,1,DEMOCRATIC,Williams D,107
New Castle,07-01,State Assembly,1,DEMOCRATIC,Pratcher S,8
New Castle,07-01,State Assembly,1,DEMOCRATIC,Williams D,42
New Castle,08-01,State Assembly,1,DEMOCRATIC,Pratcher S,6
New Castle,08-01,State Assembly,1,DEMOCRATIC,Williams D,3
New Castle,09-01,State Assembly,1,DEMOCRATIC,Pratcher S,91
New Castle,09-01,State Assembly,1,DEMOCRATIC,Williams D,256
New Castle,10-01,State Assembly,1,DEMOCRATIC,Pratcher S,25
New Castle,10-01,State Assembly,1,DEMOCRATIC,Williams D,32
New Castle,11-01,State Assembly,1,DEMOCRATIC,Pratcher S,60
New Castle,11-01,State Assembly,1,DEMOCRATIC,Williams D,110
New Castle,Total,State Assembly,1,DEMOCRATIC,Pratcher S,540
New Castle,Total,State Assembly,1,DEMOCRATIC,Williams D,1423
New Castle,01-02,State Assembly,2,DEMOCRATIC,Allen E S,3
New Castle,01-02,State Assembly,2,DEMOCRATIC,Hutt G E,20
New Castle,01-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,01-02,State Assembly,2,DEMOCRATIC,Plant H D,4
New Castle,01-02,State Assembly,2,DEMOCRATIC,Scott A L,43
New Castle,02-02,State Assembly,2,DEMOCRATIC,Allen E S,7
New Castle,02-02,State Assembly,2,DEMOCRATIC,Hutt G E,60
New Castle,02-02,State Assembly,2,DEMOCRATIC,Larnick D,3
New Castle,02-02,State Assembly,2,DEMOCRATIC,Plant H D,178
New Castle,02-02,State Assembly,2,DEMOCRATIC,Scott A L,69
New Castle,04-02,State Assembly,2,DEMOCRATIC,Allen E S,0
New Castle,04-02,State Assembly,2,DEMOCRATIC,Hutt G E,1
New Castle,04-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,04-02,State Assembly,2,DEMOCRATIC,Plant H D,0
New Castle,04-02,State Assembly,2,DEMOCRATIC,Scott A L,1
New Castle,05-02,State Assembly,2,DEMOCRATIC,Allen E S,74
New Castle,05-02,State Assembly,2,DEMOCRATIC,Hutt G E,11
New Castle,05-02,State Assembly,2,DEMOCRATIC,Larnick D,34
New Castle,05-02,State Assembly,2,DEMOCRATIC,Plant H D,20
New Castle,05-02,State Assembly,2,DEMOCRATIC,Scott A L,56
New Castle,06-02,State Assembly,2,DEMOCRATIC,Allen E S,15
New Castle,06-02,State Assembly,2,DEMOCRATIC,Hutt G E,8
New Castle,06-02,State Assembly,2,DEMOCRATIC,Larnick D,6
New Castle,06-02,State Assembly,2,DEMOCRATIC,Plant H D,12
New Castle,06-02,State Assembly,2,DEMOCRATIC,Scott A L,44
New Castle,07-02,State Assembly,2,DEMOCRATIC,Allen E S,2
New Castle,07-02,State Assembly,2,DEMOCRATIC,Hutt G E,0
New Castle,07-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,07-02,State Assembly,2,DEMOCRATIC,Plant H D,2
New Castle,07-02,State Assembly,2,DEMOCRATIC,Scott A L,7
New Castle,08-02,State Assembly,2,DEMOCRATIC,Allen E S,3
New Castle,08-02,State Assembly,2,DEMOCRATIC,Hutt G E,14
New Castle,08-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,08-02,State Assembly,2,DEMOCRATIC,Plant H D,8
New Castle,08-02,State Assembly,2,DEMOCRATIC,Scott A L,23
New Castle,09-02,State Assembly,2,DEMOCRATIC,Allen E S,9
New Castle,09-02,State Assembly,2,DEMOCRATIC,Hutt G E,5
New Castle,09-02,State Assembly,2,DEMOCRATIC,Larnick D,1
New Castle,09-02,State Assembly,2,DEMOCRATIC,Plant H D,12
New Castle,09-02,State Assembly,2,DEMOCRATIC,Scott A L,25
New Castle,10-02,State Assembly,2,DEMOCRATIC,Allen E S,138
New Castle,10-02,State Assembly,2,DEMOCRATIC,Hutt G E,17
New Castle,10-02,State Assembly,2,DEMOCRATIC,Larnick D,103
New Castle,10-02,State Assembly,2,DEMOCRATIC,Plant H D,9
New Castle,10-02,State Assembly,2,DEMOCRATIC,Scott A L,43
New Castle,11-02,State Assembly,2,DEMOCRATIC,Allen E S,7
New Castle,11-02,State Assembly,2,DEMOCRATIC,Hutt G E,30
New Castle,11-02,State Assembly,2,DEMOCRATIC,Larnick D,1
New Castle,11-02,State Assembly,2,DEMOCRATIC,Plant H D,144
New Castle,11-02,State Assembly,2,DEMOCRATIC,Scott A L,66
New Castle,12-02,State Assembly,2,DEMOCRATIC,Allen E S,4
New Castle,12-02,State Assembly,2,DEMOCRATIC,Hutt G E,16
New Castle,12-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,12-02,State Assembly,2,DEMOCRATIC,Plant H D,39
New Castle,12-02,State Assembly,2,DEMOCRATIC,Scott A L,35
New Castle,13-02,State Assembly,2,DEMOCRATIC,Allen E S,3
New Castle,13-02,State Assembly,2,DEMOCRATIC,Hutt G E,33
New Castle,13-02,State Assembly,2,DEMOCRATIC,Larnick D,2
New Castle,13-02,State Assembly,2,DEMOCRATIC,Plant H D,48
New Castle,13-02,State Assembly,2,DEMOCRATIC,Scott A L,50
New Castle,14-02,State Assembly,2,DEMOCRATIC,Allen E S,1
New Castle,14-02,State Assembly,2,DEMOCRATIC,Hutt G E,1
New Castle,14-02,State Assembly,2,DEMOCRATIC,Larnick D,0
New Castle,14-02,State Assembly,2,DEMOCRATIC,Plant H D,2
New Castle,14-02,State Assembly,2,DEMOCRATIC,Scott A L,4
New Castle,Total,State Assembly,2,DEMOCRATIC,Allen E S,266
New Castle,Total,State Assembly,2,DEMOCRATIC,Hutt G E,216
New Castle,Total,State Assembly,2,DEMOCRATIC,Larnick D,150
New Castle,Total,State Assembly,2,DEMOCRATIC,Plant H D,478
New Castle,Total,State Assembly,2,DEMOCRATIC,Scott A L,466
New Castle,01-03,State Assembly,3,DEMOCRATIC,Cannon L S,25
New Castle,01-03,State Assembly,3,DEMOCRATIC,Keeley H M,105
New Castle,02-03,State Assembly,3,DEMOCRATIC,Cannon L S,13
New Castle,02-03,State Assembly,3,DEMOCRATIC,Keeley H M,175
New Castle,03-03,State Assembly,3,DEMOCRATIC,Cannon L S,3
New Castle,03-03,State Assembly,3,DEMOCRATIC,Keeley H M,16
New Castle,04-03,State Assembly,3,DEMOCRATIC,Cannon L S,15
New Castle,04-03,State Assembly,3,DEMOCRATIC,Keeley H M,17
New Castle,05-03,State Assembly,3,DEMOCRATIC,Cannon L S,30
New Castle,05-03,State Assembly,3,DEMOCRATIC,Keeley H M,79
New Castle,07-03,State Assembly,3,DEMOCRATIC,Cannon L S,10
New Castle,07-03,State Assembly,3,DEMOCRATIC,Keeley H M,77
New Castle,08-03,State Assembly,3,DEMOCRATIC,Cannon L S,33
New Castle,08-03,State Assembly,3,DEMOCRATIC,Keeley H M,140
New Castle,10-03,State Assembly,3,DEMOCRATIC,Cannon L S,41
New Castle,10-03,State Assembly,3,DEMOCRATIC,Keeley H M,48
New Castle,11-03,State Assembly,3,DEMOCRATIC,Cannon L S,21
New Castle,11-03,State Assembly,3,DEMOCRATIC,Keeley H M,20
New Castle,12-03,State Assembly,3,DEMOCRATIC,Cannon L S,1
New Castle,12-03,State Assembly,3,DEMOCRATIC,Keeley H M,4
New Castle,Total,State Assembly,3,DEMOCRATIC,Cannon L S,192
New Castle,Total,State Assembly,3,DEMOCRATIC,Keeley H M,681
New Castle,01-05,State Assembly,5,DEMOCRATIC,George M L,61
New Castle,01-05,State Assembly,5,DEMOCRATIC,Mcmurray W,7
New Castle,03-05,State Assembly,5,DEMOCRATIC,George M L,27
New Castle,03-05,State Assembly,5,DEMOCRATIC,Mcmurray W,1
New Castle,04-05,State Assembly,5,DEMOCRATIC,George M L,89
New Castle,04-05,State Assembly,5,DEMOCRATIC,Mcmurray W,7
New Castle,06-05,State Assembly,5,DEMOCRATIC,George M L,55
New Castle,06-05,State Assembly,5,DEMOCRATIC,Mcmurray W,6
New Castle,07-05,State Assembly,5,DEMOCRATIC,George M L,50
New Castle,07-05,State Assembly,5,DEMOCRATIC,Mcmurray W,2
New Castle,09-05,State Assembly,5,DEMOCRATIC,George M L,74
New Castle,09-05,State Assembly,5,DEMOCRATIC,Mcmurray W,5
New Castle,11-05,State Assembly,5,DEMOCRATIC,George M L,20
New Castle,11-05,State Assembly,5,DEMOCRATIC,Mcmurray W,5
New Castle,Total,State Assembly,5,DEMOCRATIC,George M L,376
New Castle,Total,State Assembly,5,DEMOCRATIC,Mcmurray W,33
New Castle,01-13,State Assembly,13,DEMOCRATIC,Mahon W P,19
New Castle,01-13,State Assembly,13,DEMOCRATIC,Vansant J,91
New Castle,02-13,State Assembly,13,DEMOCRATIC,Mahon W P,2
New Castle,02-13,State Assembly,13,DEMOCRATIC,Vansant J,4
New Castle,03-13,State Assembly,13,DEMOCRATIC,Mahon W P,20
New Castle,03-13,State Assembly,13,DEMOCRATIC,Vansant J,36
New Castle,04-13,State Assembly,13,DEMOCRATIC,Mahon W P,34
New Castle,04-13,State Assembly,13,DEMOCRATIC,Vansant J,142
New Castle,05-13,State Assembly,13,DEMOCRATIC,Mahon W P,12
New Castle,05-13,State Assembly,13,DEMOCRATIC,Vansant J,50
New Castle,07-13,State Assembly,13,DEMOCRATIC,Mahon W P,2
New Castle,07-13,State Assembly,13,DEMOCRATIC,Vansant J,8
New Castle,08-13,State Assembly,13,DEMOCRATIC,Mahon W P,5
New Castle,08-13,State Assembly,13,DEMOCRATIC,Vansant J,21
New Castle,09-13,State Assembly,13,DEMOCRATIC,Mahon W P,15
New Castle,09-13,State Assembly,13,DEMOCRATIC,Vansant J,90
New Castle,10-13,State Assembly,13,DEMOCRATIC,Mahon W P,27
New Castle,10-13,State Assembly,13,DEMOCRATIC,Vansant J,71
New Castle,11-13,State Assembly,13,DEMOCRATIC,Mahon W P,33
New Castle,11-13,State Assembly,13,DEMOCRATIC,Vansant J,69
New Castle,12-13,State Assembly,13,DEMOCRATIC,Mahon W P,17
New Castle,12-13,State Assembly,13,DEMOCRATIC,Vansant J,66
New Castle,Total,State Assembly,13,DEMOCRATIC,Mahon W P,186
New Castle,Total,State Assembly,13,DEMOCRATIC,Vansant J,648
Sussex,01-14,State Assembly,14,REPUBLICAN,Crystal H,89
Sussex,01-14,State Assembly,14,REPUBLICAN,Meoli M A,150
Sussex,02-14,State Assembly,14,REPUBLICAN,Crystal H,55
Sussex,02-14,State Assembly,14,REPUBLICAN,Meoli M A,112
Sussex,03-14,State Assembly,14,REPUBLICAN,Crystal H,63
Sussex,03-14,State Assembly,14,REPUBLICAN,Meoli M A,171
Sussex,04-14,State Assembly,14,REPUBLICAN,Crystal H,102
Sussex,04-14,State Assembly,14,REPUBLICAN,Meoli M A,162
Sussex,05-14,State Assembly,14,REPUBLICAN,Crystal H,96
Sussex,05-14,State Assembly,14,REPUBLICAN,Meoli M A,85
Sussex,06-14,State Assembly,14,REPUBLICAN,Crystal H,90
Sussex,06-14,State Assembly,14,REPUBLICAN,Meoli M A,126
Sussex,07-14,State Assembly,14,REPUBLICAN,Crystal H,80
Sussex,07-14,State Assembly,14,REPUBLICAN,Meoli M A,78
Sussex,Total,State Assembly,14,REPUBLICAN,Crystal H,575
Sussex,Total,State Assembly,14,REPUBLICAN,Meoli M A,884
New Castle,01-16,State Assembly,16,DEMOCRATIC,Holloway H,6
New Castle,01-16,State Assembly,16,DEMOCRATIC,Houghton W,55
New Castle,02-16,State Assembly,16,DEMOCRATIC,Holloway H,115
New Castle,02-16,State Assembly,16,DEMOCRATIC,Houghton W,31
New Castle,03-16,State Assembly,16,DEMOCRATIC,Holloway H,185
New Castle,03-16,State Assembly,16,DEMOCRATIC,Houghton W,52
New Castle,04-16,State Assembly,16,DEMOCRATIC,Holloway H,16
New Castle,04-16,State Assembly,16,DEMOCRATIC,Houghton W,102
New Castle,05-16,State Assembly,16,DEMOCRATIC,Holloway H,177
New Castle,05-16,State Assembly,16,DEMOCRATIC,Houghton W,88
New Castle,06-16,State Assembly,16,DEMOCRATIC,Holloway H,139
New Castle,06-16,State Assembly,16,DEMOCRATIC,Houghton W,18
New Castle,07-16,State Assembly,16,DEMOCRATIC,Holloway H,77
New Castle,07-16,State Assembly,16,DEMOCRATIC,Houghton W,187
New Castle,08-16,State Assembly,16,DEMOCRATIC,Holloway H,37
New Castle,08-16,State Assembly,16,DEMOCRATIC,Houghton W,135
New Castle,10-16,State Assembly,16,DEMOCRATIC,Holloway H,13
New Castle,10-16,State Assembly,16,DEMOCRATIC,Houghton W,81
New Castle,11-16,State Assembly,16,DEMOCRATIC,Holloway H,68
New Castle,11-16,State Assembly,16,DEMOCRATIC,Houghton W,114
New Castle,Total,State Assembly,16,DEMOCRATIC,Holloway H,833
New Castle,Total,State Assembly,16,DEMOCRATIC,Houghton W,863
Sussex,01-41,State Assembly,41,DEMOCRATIC,Bullock L,27
Sussex,01-41,State Assembly,41,DEMOCRATIC,Ward D L,94
