county,election_district,office,district,party,candidate,votes
New Castle,11-04,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,11-04,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,12-04,U.S. Senate,,DEMOCRATIC,Carper T R,84
New Castle,12-04,U.S. Senate,,REPUBLICAN,Roth W V,59
New Castle,12-04,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,12-04,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,12-04,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,13-04,U.S. Senate,,DEMOCRATIC,Carper T R,130
New Castle,13-04,U.S. Senate,,REPUBLICAN,Roth W V,24
New Castle,13-04,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,13-04,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,13-04,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,14-04,U.S. Senate,,DEMOCRATIC,Carper T R,122
New Castle,14-04,U.S. Senate,,REPUBLICAN,Roth W V,210
New Castle,14-04,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,14-04,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,14-04,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,15-04,U.S. Senate,,DEMOCRATIC,Carper T R,200
New Castle,15-04,U.S. Senate,,REPUBLICAN,Roth W V,185
New Castle,15-04,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,15-04,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,15-04,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,16-04,U.S. Senate,,DEMOCRATIC,Carper T R,131
New Castle,16-04,U.S. Senate,,REPUBLICAN,Roth W V,42
New Castle,16-04,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,16-04,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,16-04,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-05,U.S. Senate,,DEMOCRATIC,Carper T R,366
New Castle,01-05,U.S. Senate,,REPUBLICAN,Roth W V,102
New Castle,01-05,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,01-05,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,01-05,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-05,U.S. Senate,,DEMOCRATIC,Carper T R,442
New Castle,02-05,U.S. Senate,,REPUBLICAN,Roth W V,210
New Castle,02-05,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,02-05,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,02-05,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,03-05,U.S. Senate,,DEMOCRATIC,Carper T R,658
New Castle,03-05,U.S. Senate,,REPUBLICAN,Roth W V,178
New Castle,03-05,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,03-05,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,03-05,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-05,U.S. Senate,,DEMOCRATIC,Carper T R,428
New Castle,04-05,U.S. Senate,,REPUBLICAN,Roth W V,42
New Castle,04-05,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-05,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,04-05,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,05-05,U.S. Senate,,DEMOCRATIC,Carper T R,383
New Castle,05-05,U.S. Senate,,REPUBLICAN,Roth W V,30
New Castle,05-05,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,05-05,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,05-05,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-05,U.S. Senate,,DEMOCRATIC,Carper T R,771
New Castle,06-05,U.S. Senate,,REPUBLICAN,Roth W V,207
New Castle,06-05,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,06-05,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,06-05,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-05,U.S. Senate,,DEMOCRATIC,Carper T R,198
New Castle,07-05,U.S. Senate,,REPUBLICAN,Roth W V,13
New Castle,07-05,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,07-05,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,07-05,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-05,U.S. Senate,,DEMOCRATIC,Carper T R,391
New Castle,08-05,U.S. Senate,,REPUBLICAN,Roth W V,55
New Castle,08-05,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,08-05,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,08-05,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,09-05,U.S. Senate,,DEMOCRATIC,Carper T R,377
New Castle,09-05,U.S. Senate,,REPUBLICAN,Roth W V,32
New Castle,09-05,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,09-05,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,09-05,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-06,U.S. Senate,,DEMOCRATIC,Carper T R,320
New Castle,01-06,U.S. Senate,,REPUBLICAN,Roth W V,190
New Castle,01-06,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,01-06,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,01-06,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-06,U.S. Senate,,DEMOCRATIC,Carper T R,444
New Castle,02-06,U.S. Senate,,REPUBLICAN,Roth W V,350
New Castle,02-06,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,02-06,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,02-06,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-06,U.S. Senate,,DEMOCRATIC,Carper T R,501
New Castle,03-06,U.S. Senate,,REPUBLICAN,Roth W V,221
New Castle,03-06,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,03-06,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,03-06,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-06,U.S. Senate,,DEMOCRATIC,Carper T R,528
New Castle,04-06,U.S. Senate,,REPUBLICAN,Roth W V,378
New Castle,04-06,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-06,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,04-06,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-06,U.S. Senate,,DEMOCRATIC,Carper T R,673
New Castle,05-06,U.S. Senate,,REPUBLICAN,Roth W V,474
New Castle,05-06,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,05-06,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,05-06,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-06,U.S. Senate,,DEMOCRATIC,Carper T R,269
New Castle,06-06,U.S. Senate,,REPUBLICAN,Roth W V,333
New Castle,06-06,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,06-06,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,06-06,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,07-06,U.S. Senate,,DEMOCRATIC,Carper T R,592
New Castle,07-06,U.S. Senate,,REPUBLICAN,Roth W V,647
New Castle,07-06,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,07-06,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,07-06,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,08-06,U.S. Senate,,DEMOCRATIC,Carper T R,506
New Castle,08-06,U.S. Senate,,REPUBLICAN,Roth W V,389
New Castle,08-06,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,08-06,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,08-06,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,09-06,U.S. Senate,,DEMOCRATIC,Carper T R,273
New Castle,09-06,U.S. Senate,,REPUBLICAN,Roth W V,252
New Castle,09-06,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,09-06,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,09-06,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,10-06,U.S. Senate,,DEMOCRATIC,Carper T R,284
New Castle,10-06,U.S. Senate,,REPUBLICAN,Roth W V,210
New Castle,10-06,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-06,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,10-06,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,11-06,U.S. Senate,,DEMOCRATIC,Carper T R,146
New Castle,11-06,U.S. Senate,,REPUBLICAN,Roth W V,115
New Castle,11-06,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,11-06,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,11-06,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-07,U.S. Senate,,DEMOCRATIC,Carper T R,284
New Castle,01-07,U.S. Senate,,REPUBLICAN,Roth W V,208
New Castle,01-07,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,01-07,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,01-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-07,U.S. Senate,,DEMOCRATIC,Carper T R,499
New Castle,02-07,U.S. Senate,,REPUBLICAN,Roth W V,483
New Castle,02-07,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,02-07,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,02-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-07,U.S. Senate,,DEMOCRATIC,Carper T R,262
New Castle,03-07,U.S. Senate,,REPUBLICAN,Roth W V,192
New Castle,03-07,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,03-07,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,03-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-07,U.S. Senate,,DEMOCRATIC,Carper T R,604
New Castle,04-07,U.S. Senate,,REPUBLICAN,Roth W V,178
New Castle,04-07,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-07,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,04-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-07,U.S. Senate,,DEMOCRATIC,Carper T R,421
New Castle,05-07,U.S. Senate,,REPUBLICAN,Roth W V,171
New Castle,05-07,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,05-07,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,05-07,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-07,U.S. Senate,,DEMOCRATIC,Carper T R,463
New Castle,06-07,U.S. Senate,,REPUBLICAN,Roth W V,312
New Castle,06-07,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,06-07,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,06-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-07,U.S. Senate,,DEMOCRATIC,Carper T R,256
New Castle,07-07,U.S. Senate,,REPUBLICAN,Roth W V,245
New Castle,07-07,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,07-07,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,07-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-07,U.S. Senate,,DEMOCRATIC,Carper T R,392
New Castle,08-07,U.S. Senate,,REPUBLICAN,Roth W V,345
New Castle,08-07,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,08-07,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,08-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-07,U.S. Senate,,DEMOCRATIC,Carper T R,562
New Castle,09-07,U.S. Senate,,REPUBLICAN,Roth W V,154
New Castle,09-07,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,09-07,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,09-07,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-07,U.S. Senate,,DEMOCRATIC,Carper T R,233
New Castle,10-07,U.S. Senate,,REPUBLICAN,Roth W V,223
New Castle,10-07,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-07,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,10-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,11-07,U.S. Senate,,DEMOCRATIC,Carper T R,521
New Castle,11-07,U.S. Senate,,REPUBLICAN,Roth W V,198
New Castle,11-07,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,11-07,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,11-07,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-08,U.S. Senate,,DEMOCRATIC,Carper T R,412
New Castle,01-08,U.S. Senate,,REPUBLICAN,Roth W V,222
New Castle,01-08,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,01-08,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,01-08,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,02-08,U.S. Senate,,DEMOCRATIC,Carper T R,415
New Castle,02-08,U.S. Senate,,REPUBLICAN,Roth W V,311
New Castle,02-08,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,02-08,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,02-08,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-08,U.S. Senate,,DEMOCRATIC,Carper T R,586
New Castle,03-08,U.S. Senate,,REPUBLICAN,Roth W V,334
New Castle,03-08,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,03-08,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,03-08,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,04-08,U.S. Senate,,DEMOCRATIC,Carper T R,633
New Castle,04-08,U.S. Senate,,REPUBLICAN,Roth W V,321
New Castle,04-08,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,04-08,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,04-08,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-08,U.S. Senate,,DEMOCRATIC,Carper T R,332
New Castle,05-08,U.S. Senate,,REPUBLICAN,Roth W V,135
New Castle,05-08,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,05-08,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,05-08,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,06-08,U.S. Senate,,DEMOCRATIC,Carper T R,682
New Castle,06-08,U.S. Senate,,REPUBLICAN,Roth W V,398
New Castle,06-08,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,06-08,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,06-08,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-08,U.S. Senate,,DEMOCRATIC,Carper T R,389
New Castle,07-08,U.S. Senate,,REPUBLICAN,Roth W V,186
New Castle,07-08,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,07-08,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,07-08,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-08,U.S. Senate,,DEMOCRATIC,Carper T R,341
New Castle,08-08,U.S. Senate,,REPUBLICAN,Roth W V,190
New Castle,08-08,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,08-08,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,08-08,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-08,U.S. Senate,,DEMOCRATIC,Carper T R,283
New Castle,09-08,U.S. Senate,,REPUBLICAN,Roth W V,330
New Castle,09-08,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,09-08,U.S. Senate,,LIBERTARIN,Morrison J,7
New Castle,09-08,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,10-08,U.S. Senate,,DEMOCRATIC,Carper T R,341
New Castle,10-08,U.S. Senate,,REPUBLICAN,Roth W V,362
New Castle,10-08,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-08,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,10-08,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-09,U.S. Senate,,DEMOCRATIC,Carper T R,211
New Castle,01-09,U.S. Senate,,REPUBLICAN,Roth W V,135
New Castle,01-09,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,01-09,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,01-09,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-09,U.S. Senate,,DEMOCRATIC,Carper T R,369
New Castle,02-09,U.S. Senate,,REPUBLICAN,Roth W V,369
New Castle,02-09,U.S. Senate,,CONSTITUTN,Dankof M,7
New Castle,02-09,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,02-09,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-09,U.S. Senate,,DEMOCRATIC,Carper T R,973
New Castle,03-09,U.S. Senate,,REPUBLICAN,Roth W V,781
New Castle,03-09,U.S. Senate,,CONSTITUTN,Dankof M,11
New Castle,03-09,U.S. Senate,,LIBERTARIN,Morrison J,9
New Castle,03-09,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,04-09,U.S. Senate,,DEMOCRATIC,Carper T R,1053
New Castle,04-09,U.S. Senate,,REPUBLICAN,Roth W V,608
New Castle,04-09,U.S. Senate,,CONSTITUTN,Dankof M,9
New Castle,04-09,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,04-09,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,05-09,U.S. Senate,,DEMOCRATIC,Carper T R,398
New Castle,05-09,U.S. Senate,,REPUBLICAN,Roth W V,449
New Castle,05-09,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,05-09,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,05-09,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-09,U.S. Senate,,DEMOCRATIC,Carper T R,470
New Castle,06-09,U.S. Senate,,REPUBLICAN,Roth W V,396
New Castle,06-09,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,06-09,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,06-09,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,07-09,U.S. Senate,,DEMOCRATIC,Carper T R,619
New Castle,07-09,U.S. Senate,,REPUBLICAN,Roth W V,591
New Castle,07-09,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,07-09,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,07-09,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-09,U.S. Senate,,DEMOCRATIC,Carper T R,486
New Castle,08-09,U.S. Senate,,REPUBLICAN,Roth W V,442
New Castle,08-09,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,08-09,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,08-09,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,09-09,U.S. Senate,,DEMOCRATIC,Carper T R,270
New Castle,09-09,U.S. Senate,,REPUBLICAN,Roth W V,334
New Castle,09-09,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,09-09,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,09-09,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-09,U.S. Senate,,DEMOCRATIC,Carper T R,398
New Castle,10-09,U.S. Senate,,REPUBLICAN,Roth W V,473
New Castle,10-09,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,10-09,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,10-09,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,11-09,U.S. Senate,,DEMOCRATIC,Carper T R,1062
New Castle,11-09,U.S. Senate,,REPUBLICAN,Roth W V,1023
New Castle,11-09,U.S. Senate,,CONSTITUTN,Dankof M,10
New Castle,11-09,U.S. Senate,,LIBERTARIN,Morrison J,8
New Castle,11-09,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,01-10,U.S. Senate,,DEMOCRATIC,Carper T R,532
New Castle,01-10,U.S. Senate,,REPUBLICAN,Roth W V,340
New Castle,01-10,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,01-10,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,01-10,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,02-10,U.S. Senate,,DEMOCRATIC,Carper T R,592
New Castle,02-10,U.S. Senate,,REPUBLICAN,Roth W V,517
New Castle,02-10,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,02-10,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,02-10,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,03-10,U.S. Senate,,DEMOCRATIC,Carper T R,598
New Castle,03-10,U.S. Senate,,REPUBLICAN,Roth W V,459
New Castle,03-10,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,03-10,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,03-10,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-10,U.S. Senate,,DEMOCRATIC,Carper T R,530
New Castle,04-10,U.S. Senate,,REPUBLICAN,Roth W V,500
New Castle,04-10,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,04-10,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,04-10,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,05-10,U.S. Senate,,DEMOCRATIC,Carper T R,440
New Castle,05-10,U.S. Senate,,REPUBLICAN,Roth W V,561
New Castle,05-10,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,05-10,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,05-10,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-10,U.S. Senate,,DEMOCRATIC,Carper T R,587
New Castle,06-10,U.S. Senate,,REPUBLICAN,Roth W V,448
New Castle,06-10,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,06-10,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,06-10,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,07-10,U.S. Senate,,DEMOCRATIC,Carper T R,409
New Castle,07-10,U.S. Senate,,REPUBLICAN,Roth W V,484
New Castle,07-10,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,07-10,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,07-10,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-10,U.S. Senate,,DEMOCRATIC,Carper T R,292
New Castle,08-10,U.S. Senate,,REPUBLICAN,Roth W V,387
New Castle,08-10,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,08-10,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,08-10,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-10,U.S. Senate,,DEMOCRATIC,Carper T R,519
New Castle,09-10,U.S. Senate,,REPUBLICAN,Roth W V,369
New Castle,09-10,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,09-10,U.S. Senate,,LIBERTARIN,Morrison J,9
New Castle,09-10,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-11,U.S. Senate,,DEMOCRATIC,Carper T R,357
New Castle,01-11,U.S. Senate,,REPUBLICAN,Roth W V,358
New Castle,01-11,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,01-11,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,01-11,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-11,U.S. Senate,,DEMOCRATIC,Carper T R,253
New Castle,02-11,U.S. Senate,,REPUBLICAN,Roth W V,179
New Castle,02-11,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,02-11,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,02-11,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-11,U.S. Senate,,DEMOCRATIC,Carper T R,626
New Castle,03-11,U.S. Senate,,REPUBLICAN,Roth W V,648
New Castle,03-11,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,03-11,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,03-11,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,04-11,U.S. Senate,,DEMOCRATIC,Carper T R,580
New Castle,04-11,U.S. Senate,,REPUBLICAN,Roth W V,528
New Castle,04-11,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,04-11,U.S. Senate,,LIBERTARIN,Morrison J,9
New Castle,04-11,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,05-11,U.S. Senate,,DEMOCRATIC,Carper T R,460
New Castle,05-11,U.S. Senate,,REPUBLICAN,Roth W V,548
New Castle,05-11,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,05-11,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,05-11,U.S. Senate,,NATURAL LW,Mattson R,5
New Castle,06-11,U.S. Senate,,DEMOCRATIC,Carper T R,493
New Castle,06-11,U.S. Senate,,REPUBLICAN,Roth W V,424
New Castle,06-11,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,06-11,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,06-11,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-11,U.S. Senate,,DEMOCRATIC,Carper T R,226
New Castle,07-11,U.S. Senate,,REPUBLICAN,Roth W V,444
New Castle,07-11,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,07-11,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,07-11,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-11,U.S. Senate,,DEMOCRATIC,Carper T R,356
New Castle,08-11,U.S. Senate,,REPUBLICAN,Roth W V,358
New Castle,08-11,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,08-11,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,08-11,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,09-11,U.S. Senate,,DEMOCRATIC,Carper T R,448
New Castle,09-11,U.S. Senate,,REPUBLICAN,Roth W V,448
New Castle,09-11,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,09-11,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,09-11,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-11,U.S. Senate,,DEMOCRATIC,Carper T R,436
New Castle,10-11,U.S. Senate,,REPUBLICAN,Roth W V,652
New Castle,10-11,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,10-11,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,10-11,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,11-11,U.S. Senate,,DEMOCRATIC,Carper T R,357
New Castle,11-11,U.S. Senate,,REPUBLICAN,Roth W V,635
New Castle,11-11,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,11-11,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,11-11,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,01-12,U.S. Senate,,DEMOCRATIC,Carper T R,324
New Castle,01-12,U.S. Senate,,REPUBLICAN,Roth W V,170
New Castle,01-12,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,01-12,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,01-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,02-12,U.S. Senate,,DEMOCRATIC,Carper T R,215
New Castle,02-12,U.S. Senate,,REPUBLICAN,Roth W V,263
New Castle,02-12,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,02-12,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,02-12,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,03-12,U.S. Senate,,DEMOCRATIC,Carper T R,439
New Castle,03-12,U.S. Senate,,REPUBLICAN,Roth W V,159
