county,election_district,office,district,party,candidate,votes
New Castle,07-09,U.S. House,,CONSTITUTN,Webster J,14
New Castle,07-09,U.S. House,,LIBERTARIN,Thomas B,12
New Castle,08-09,U.S. House,,DEMOCRATIC,Miller M C,231
New Castle,08-09,U.S. House,,REPUBLICAN,Castle M N,650
New Castle,08-09,U.S. House,,CONSTITUTN,Webster J,5
New Castle,08-09,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,09-09,U.S. House,,DEMOCRATIC,Miller M C,166
New Castle,09-09,U.S. House,,REPUBLICAN,Castle M N,386
New Castle,09-09,U.S. House,,CONSTITUTN,Webster J,17
New Castle,09-09,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,10-09,U.S. House,,DEMOCRATIC,Miller M C,190
New Castle,10-09,U.S. House,,REPUBLICAN,Castle M N,649
New Castle,10-09,U.S. House,,CONSTITUTN,Webster J,6
New Castle,10-09,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,11-09,U.S. House,,DEMOCRATIC,Miller M C,434
New Castle,11-09,U.S. House,,REPUBLICAN,Castle M N,1569
New Castle,11-09,U.S. House,,CONSTITUTN,Webster J,15
New Castle,11-09,U.S. House,,LIBERTARIN,Thomas B,13
New Castle,01-10,U.S. House,,DEMOCRATIC,Miller M C,234
New Castle,01-10,U.S. House,,REPUBLICAN,Castle M N,586
New Castle,01-10,U.S. House,,CONSTITUTN,Webster J,7
New Castle,01-10,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,02-10,U.S. House,,DEMOCRATIC,Miller M C,225
New Castle,02-10,U.S. House,,REPUBLICAN,Castle M N,824
New Castle,02-10,U.S. House,,CONSTITUTN,Webster J,11
New Castle,02-10,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,03-10,U.S. House,,DEMOCRATIC,Miller M C,225
New Castle,03-10,U.S. House,,REPUBLICAN,Castle M N,778
New Castle,03-10,U.S. House,,CONSTITUTN,Webster J,8
New Castle,03-10,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,04-10,U.S. House,,DEMOCRATIC,Miller M C,163
New Castle,04-10,U.S. House,,REPUBLICAN,Castle M N,811
New Castle,04-10,U.S. House,,CONSTITUTN,Webster J,13
New Castle,04-10,U.S. House,,LIBERTARIN,Thomas B,12
New Castle,05-10,U.S. House,,DEMOCRATIC,Miller M C,144
New Castle,05-10,U.S. House,,REPUBLICAN,Castle M N,817
New Castle,05-10,U.S. House,,CONSTITUTN,Webster J,7
New Castle,05-10,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,06-10,U.S. House,,DEMOCRATIC,Miller M C,213
New Castle,06-10,U.S. House,,REPUBLICAN,Castle M N,788
New Castle,06-10,U.S. House,,CONSTITUTN,Webster J,5
New Castle,06-10,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,07-10,U.S. House,,DEMOCRATIC,Miller M C,149
New Castle,07-10,U.S. House,,REPUBLICAN,Castle M N,705
New Castle,07-10,U.S. House,,CONSTITUTN,Webster J,5
New Castle,07-10,U.S. House,,LIBERTARIN,Thomas B,15
New Castle,08-10,U.S. House,,DEMOCRATIC,Miller M C,100
New Castle,08-10,U.S. House,,REPUBLICAN,Castle M N,559
New Castle,08-10,U.S. House,,CONSTITUTN,Webster J,4
New Castle,08-10,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,09-10,U.S. House,,DEMOCRATIC,Miller M C,234
New Castle,09-10,U.S. House,,REPUBLICAN,Castle M N,609
New Castle,09-10,U.S. House,,CONSTITUTN,Webster J,9
New Castle,09-10,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,01-11,U.S. House,,DEMOCRATIC,Miller M C,112
New Castle,01-11,U.S. House,,REPUBLICAN,Castle M N,583
New Castle,01-11,U.S. House,,CONSTITUTN,Webster J,5
New Castle,01-11,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,02-11,U.S. House,,DEMOCRATIC,Miller M C,94
New Castle,02-11,U.S. House,,REPUBLICAN,Castle M N,319
New Castle,02-11,U.S. House,,CONSTITUTN,Webster J,7
New Castle,02-11,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,03-11,U.S. House,,DEMOCRATIC,Miller M C,227
New Castle,03-11,U.S. House,,REPUBLICAN,Castle M N,995
New Castle,03-11,U.S. House,,CONSTITUTN,Webster J,11
New Castle,03-11,U.S. House,,LIBERTARIN,Thomas B,16
New Castle,04-11,U.S. House,,DEMOCRATIC,Miller M C,240
New Castle,04-11,U.S. House,,REPUBLICAN,Castle M N,815
New Castle,04-11,U.S. House,,CONSTITUTN,Webster J,7
New Castle,04-11,U.S. House,,LIBERTARIN,Thomas B,13
New Castle,05-11,U.S. House,,DEMOCRATIC,Miller M C,147
New Castle,05-11,U.S. House,,REPUBLICAN,Castle M N,842
New Castle,05-11,U.S. House,,CONSTITUTN,Webster J,5
New Castle,05-11,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,06-11,U.S. House,,DEMOCRATIC,Miller M C,160
New Castle,06-11,U.S. House,,REPUBLICAN,Castle M N,727
New Castle,06-11,U.S. House,,CONSTITUTN,Webster J,5
New Castle,06-11,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,07-11,U.S. House,,DEMOCRATIC,Miller M C,60
New Castle,07-11,U.S. House,,REPUBLICAN,Castle M N,587
New Castle,07-11,U.S. House,,CONSTITUTN,Webster J,3
New Castle,07-11,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,08-11,U.S. House,,DEMOCRATIC,Miller M C,123
New Castle,08-11,U.S. House,,REPUBLICAN,Castle M N,552
New Castle,08-11,U.S. House,,CONSTITUTN,Webster J,14
New Castle,08-11,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,09-11,U.S. House,,DEMOCRATIC,Miller M C,154
New Castle,09-11,U.S. House,,REPUBLICAN,Castle M N,703
New Castle,09-11,U.S. House,,CONSTITUTN,Webster J,6
New Castle,09-11,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,10-11,U.S. House,,DEMOCRATIC,Miller M C,110
New Castle,10-11,U.S. House,,REPUBLICAN,Castle M N,934
New Castle,10-11,U.S. House,,CONSTITUTN,Webster J,11
New Castle,10-11,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,11-11,U.S. House,,DEMOCRATIC,Miller M C,162
New Castle,11-11,U.S. House,,REPUBLICAN,Castle M N,789
New Castle,11-11,U.S. House,,CONSTITUTN,Webster J,5
New Castle,11-11,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,01-12,U.S. House,,DEMOCRATIC,Miller M C,167
New Castle,01-12,U.S. House,,REPUBLICAN,Castle M N,299
New Castle,01-12,U.S. House,,CONSTITUTN,Webster J,7
New Castle,01-12,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,02-12,U.S. House,,DEMOCRATIC,Miller M C,97
New Castle,02-12,U.S. House,,REPUBLICAN,Castle M N,358
New Castle,02-12,U.S. House,,CONSTITUTN,Webster J,3
New Castle,02-12,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,03-12,U.S. House,,DEMOCRATIC,Miller M C,310
New Castle,03-12,U.S. House,,REPUBLICAN,Castle M N,248
New Castle,03-12,U.S. House,,CONSTITUTN,Webster J,9
New Castle,03-12,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,04-12,U.S. House,,DEMOCRATIC,Miller M C,66
New Castle,04-12,U.S. House,,REPUBLICAN,Castle M N,600
New Castle,04-12,U.S. House,,CONSTITUTN,Webster J,5
New Castle,04-12,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,05-12,U.S. House,,DEMOCRATIC,Miller M C,195
New Castle,05-12,U.S. House,,REPUBLICAN,Castle M N,862
New Castle,05-12,U.S. House,,CONSTITUTN,Webster J,5
New Castle,05-12,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,06-12,U.S. House,,DEMOCRATIC,Miller M C,192
New Castle,06-12,U.S. House,,REPUBLICAN,Castle M N,1138
New Castle,06-12,U.S. House,,CONSTITUTN,Webster J,7
New Castle,06-12,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,07-12,U.S. House,,DEMOCRATIC,Miller M C,135
New Castle,07-12,U.S. House,,REPUBLICAN,Castle M N,404
New Castle,07-12,U.S. House,,CONSTITUTN,Webster J,2
New Castle,07-12,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,08-12,U.S. House,,DEMOCRATIC,Miller M C,120
New Castle,08-12,U.S. House,,REPUBLICAN,Castle M N,837
New Castle,08-12,U.S. House,,CONSTITUTN,Webster J,8
New Castle,08-12,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,09-12,U.S. House,,DEMOCRATIC,Miller M C,113
New Castle,09-12,U.S. House,,REPUBLICAN,Castle M N,847
New Castle,09-12,U.S. House,,CONSTITUTN,Webster J,6
New Castle,09-12,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,10-12,U.S. House,,DEMOCRATIC,Miller M C,93
New Castle,10-12,U.S. House,,REPUBLICAN,Castle M N,513
New Castle,10-12,U.S. House,,CONSTITUTN,Webster J,7
New Castle,10-12,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,11-12,U.S. House,,DEMOCRATIC,Miller M C,50
New Castle,11-12,U.S. House,,REPUBLICAN,Castle M N,520
New Castle,11-12,U.S. House,,CONSTITUTN,Webster J,2
New Castle,11-12,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,12-12,U.S. House,,DEMOCRATIC,Miller M C,177
New Castle,12-12,U.S. House,,REPUBLICAN,Castle M N,817
New Castle,12-12,U.S. House,,CONSTITUTN,Webster J,3
New Castle,12-12,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,13-12,U.S. House,,DEMOCRATIC,Miller M C,271
New Castle,13-12,U.S. House,,REPUBLICAN,Castle M N,576
New Castle,13-12,U.S. House,,CONSTITUTN,Webster J,5
New Castle,13-12,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,01-13,U.S. House,,DEMOCRATIC,Miller M C,251
New Castle,01-13,U.S. House,,REPUBLICAN,Castle M N,479
New Castle,01-13,U.S. House,,CONSTITUTN,Webster J,9
New Castle,01-13,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,02-13,U.S. House,,DEMOCRATIC,Miller M C,289
New Castle,02-13,U.S. House,,REPUBLICAN,Castle M N,565
New Castle,02-13,U.S. House,,CONSTITUTN,Webster J,2
New Castle,02-13,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,03-13,U.S. House,,DEMOCRATIC,Miller M C,287
New Castle,03-13,U.S. House,,REPUBLICAN,Castle M N,424
New Castle,03-13,U.S. House,,CONSTITUTN,Webster J,10
New Castle,03-13,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,04-13,U.S. House,,DEMOCRATIC,Miller M C,200
New Castle,04-13,U.S. House,,REPUBLICAN,Castle M N,392
New Castle,04-13,U.S. House,,CONSTITUTN,Webster J,6
New Castle,04-13,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,05-13,U.S. House,,DEMOCRATIC,Miller M C,351
New Castle,05-13,U.S. House,,REPUBLICAN,Castle M N,595
New Castle,05-13,U.S. House,,CONSTITUTN,Webster J,7
New Castle,05-13,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,06-13,U.S. House,,DEMOCRATIC,Miller M C,192
New Castle,06-13,U.S. House,,REPUBLICAN,Castle M N,535
New Castle,06-13,U.S. House,,CONSTITUTN,Webster J,5
New Castle,06-13,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,07-13,U.S. House,,DEMOCRATIC,Miller M C,197
New Castle,07-13,U.S. House,,REPUBLICAN,Castle M N,309
New Castle,07-13,U.S. House,,CONSTITUTN,Webster J,2
New Castle,07-13,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,08-13,U.S. House,,DEMOCRATIC,Miller M C,191
New Castle,08-13,U.S. House,,REPUBLICAN,Castle M N,271
New Castle,08-13,U.S. House,,CONSTITUTN,Webster J,6
New Castle,08-13,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,09-13,U.S. House,,DEMOCRATIC,Miller M C,272
New Castle,09-13,U.S. House,,REPUBLICAN,Castle M N,527
New Castle,09-13,U.S. House,,CONSTITUTN,Webster J,1
New Castle,09-13,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,10-13,U.S. House,,DEMOCRATIC,Miller M C,116
New Castle,10-13,U.S. House,,REPUBLICAN,Castle M N,237
New Castle,10-13,U.S. House,,CONSTITUTN,Webster J,0
New Castle,10-13,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,01-14,U.S. House,,DEMOCRATIC,Miller M C,251
New Castle,01-14,U.S. House,,REPUBLICAN,Castle M N,420
New Castle,01-14,U.S. House,,CONSTITUTN,Webster J,8
New Castle,01-14,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,02-14,U.S. House,,DEMOCRATIC,Miller M C,187
New Castle,02-14,U.S. House,,REPUBLICAN,Castle M N,325
New Castle,02-14,U.S. House,,CONSTITUTN,Webster J,4
New Castle,02-14,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,03-14,U.S. House,,DEMOCRATIC,Miller M C,182
New Castle,03-14,U.S. House,,REPUBLICAN,Castle M N,521
New Castle,03-14,U.S. House,,CONSTITUTN,Webster J,11
New Castle,03-14,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,04-14,U.S. House,,DEMOCRATIC,Miller M C,186
New Castle,04-14,U.S. House,,REPUBLICAN,Castle M N,862
New Castle,04-14,U.S. House,,CONSTITUTN,Webster J,11
New Castle,04-14,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,05-14,U.S. House,,DEMOCRATIC,Miller M C,31
New Castle,05-14,U.S. House,,REPUBLICAN,Castle M N,119
New Castle,05-14,U.S. House,,CONSTITUTN,Webster J,0
New Castle,05-14,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,06-14,U.S. House,,DEMOCRATIC,Miller M C,123
New Castle,06-14,U.S. House,,REPUBLICAN,Castle M N,221
New Castle,06-14,U.S. House,,CONSTITUTN,Webster J,8
New Castle,06-14,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,07-14,U.S. House,,DEMOCRATIC,Miller M C,82
New Castle,07-14,U.S. House,,REPUBLICAN,Castle M N,67
New Castle,07-14,U.S. House,,CONSTITUTN,Webster J,2
New Castle,07-14,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,08-14,U.S. House,,DEMOCRATIC,Miller M C,247
New Castle,08-14,U.S. House,,REPUBLICAN,Castle M N,556
New Castle,08-14,U.S. House,,CONSTITUTN,Webster J,13
New Castle,08-14,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,09-14,U.S. House,,DEMOCRATIC,Miller M C,210
New Castle,09-14,U.S. House,,REPUBLICAN,Castle M N,307
New Castle,09-14,U.S. House,,CONSTITUTN,Webster J,3
New Castle,09-14,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,10-14,U.S. House,,DEMOCRATIC,Miller M C,197
New Castle,10-14,U.S. House,,REPUBLICAN,Castle M N,258
New Castle,10-14,U.S. House,,CONSTITUTN,Webster J,2
New Castle,10-14,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,11-14,U.S. House,,DEMOCRATIC,Miller M C,195
New Castle,11-14,U.S. House,,REPUBLICAN,Castle M N,632
New Castle,11-14,U.S. House,,CONSTITUTN,Webster J,2
New Castle,11-14,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,01-15,U.S. House,,DEMOCRATIC,Miller M C,354
New Castle,01-15,U.S. House,,REPUBLICAN,Castle M N,458
New Castle,01-15,U.S. House,,CONSTITUTN,Webster J,10
New Castle,01-15,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,02-15,U.S. House,,DEMOCRATIC,Miller M C,573
New Castle,02-15,U.S. House,,REPUBLICAN,Castle M N,697
New Castle,02-15,U.S. House,,CONSTITUTN,Webster J,7
New Castle,02-15,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,03-15,U.S. House,,DEMOCRATIC,Miller M C,291
New Castle,03-15,U.S. House,,REPUBLICAN,Castle M N,242
New Castle,03-15,U.S. House,,CONSTITUTN,Webster J,3
New Castle,03-15,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,04-15,U.S. House,,DEMOCRATIC,Miller M C,328
New Castle,04-15,U.S. House,,REPUBLICAN,Castle M N,451
New Castle,04-15,U.S. House,,CONSTITUTN,Webster J,6
New Castle,04-15,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,05-15,U.S. House,,DEMOCRATIC,Miller M C,328
New Castle,05-15,U.S. House,,REPUBLICAN,Castle M N,302
New Castle,05-15,U.S. House,,CONSTITUTN,Webster J,2
New Castle,05-15,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,06-15,U.S. House,,DEMOCRATIC,Miller M C,5
New Castle,06-15,U.S. House,,REPUBLICAN,Castle M N,24
New Castle,06-15,U.S. House,,CONSTITUTN,Webster J,0
New Castle,06-15,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,07-15,U.S. House,,DEMOCRATIC,Miller M C,200
New Castle,07-15,U.S. House,,REPUBLICAN,Castle M N,371
New Castle,07-15,U.S. House,,CONSTITUTN,Webster J,6
New Castle,07-15,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,08-15,U.S. House,,DEMOCRATIC,Miller M C,497
New Castle,08-15,U.S. House,,REPUBLICAN,Castle M N,790
New Castle,08-15,U.S. House,,CONSTITUTN,Webster J,13
New Castle,08-15,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,09-15,U.S. House,,DEMOCRATIC,Miller M C,377
New Castle,09-15,U.S. House,,REPUBLICAN,Castle M N,464
New Castle,09-15,U.S. House,,CONSTITUTN,Webster J,5
New Castle,09-15,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,10-15,U.S. House,,DEMOCRATIC,Miller M C,355
New Castle,10-15,U.S. House,,REPUBLICAN,Castle M N,278
New Castle,10-15,U.S. House,,CONSTITUTN,Webster J,5
New Castle,10-15,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,01-16,U.S. House,,DEMOCRATIC,Miller M C,439
New Castle,01-16,U.S. House,,REPUBLICAN,Castle M N,364
New Castle,01-16,U.S. House,,CONSTITUTN,Webster J,7
New Castle,01-16,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,02-16,U.S. House,,DEMOCRATIC,Miller M C,272
New Castle,02-16,U.S. House,,REPUBLICAN,Castle M N,339
New Castle,02-16,U.S. House,,CONSTITUTN,Webster J,2
New Castle,02-16,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,03-16,U.S. House,,DEMOCRATIC,Miller M C,237
New Castle,03-16,U.S. House,,REPUBLICAN,Castle M N,353
New Castle,03-16,U.S. House,,CONSTITUTN,Webster J,8
New Castle,03-16,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,04-16,U.S. House,,DEMOCRATIC,Miller M C,125
New Castle,04-16,U.S. House,,REPUBLICAN,Castle M N,148
New Castle,04-16,U.S. House,,CONSTITUTN,Webster J,7
New Castle,04-16,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,05-16,U.S. House,,DEMOCRATIC,Miller M C,351
New Castle,05-16,U.S. House,,REPUBLICAN,Castle M N,425
New Castle,05-16,U.S. House,,CONSTITUTN,Webster J,5
New Castle,05-16,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,06-16,U.S. House,,DEMOCRATIC,Miller M C,386
New Castle,06-16,U.S. House,,REPUBLICAN,Castle M N,365
New Castle,06-16,U.S. House,,CONSTITUTN,Webster J,0
New Castle,06-16,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,07-16,U.S. House,,DEMOCRATIC,Miller M C,356
New Castle,07-16,U.S. House,,REPUBLICAN,Castle M N,314
New Castle,07-16,U.S. House,,CONSTITUTN,Webster J,3
New Castle,07-16,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,08-16,U.S. House,,DEMOCRATIC,Miller M C,229
New Castle,08-16,U.S. House,,REPUBLICAN,Castle M N,251
New Castle,08-16,U.S. House,,CONSTITUTN,Webster J,0
New Castle,08-16,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,09-16,U.S. House,,DEMOCRATIC,Miller M C,213
New Castle,09-16,U.S. House,,REPUBLICAN,Castle M N,324
New Castle,09-16,U.S. House,,CONSTITUTN,Webster J,3
New Castle,09-16,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,10-16,U.S. House,,DEMOCRATIC,Miller M C,128
New Castle,10-16,U.S. House,,REPUBLICAN,Castle M N,129
New Castle,10-16,U.S. House,,CONSTITUTN,Webster J,2
New Castle,10-16,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,01-17,U.S. House,,DEMOCRATIC,Miller M C,250
New Castle,01-17,U.S. House,,REPUBLICAN,Castle M N,321
New Castle,01-17,U.S. House,,CONSTITUTN,Webster J,2
New Castle,01-17,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,02-17,U.S. House,,DEMOCRATIC,Miller M C,169
New Castle,02-17,U.S. House,,REPUBLICAN,Castle M N,375
New Castle,02-17,U.S. House,,CONSTITUTN,Webster J,4
New Castle,02-17,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,03-17,U.S. House,,DEMOCRATIC,Miller M C,148
New Castle,03-17,U.S. House,,REPUBLICAN,Castle M N,225
New Castle,03-17,U.S. House,,CONSTITUTN,Webster J,5
New Castle,03-17,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,04-17,U.S. House,,DEMOCRATIC,Miller M C,222
New Castle,04-17,U.S. House,,REPUBLICAN,Castle M N,379
New Castle,04-17,U.S. House,,CONSTITUTN,Webster J,8
New Castle,04-17,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,05-17,U.S. House,,DEMOCRATIC,Miller M C,363
New Castle,05-17,U.S. House,,REPUBLICAN,Castle M N,798
New Castle,05-17,U.S. House,,CONSTITUTN,Webster J,11
New Castle,05-17,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,06-17,U.S. House,,DEMOCRATIC,Miller M C,384
New Castle,06-17,U.S. House,,REPUBLICAN,Castle M N,490
New Castle,06-17,U.S. House,,CONSTITUTN,Webster J,6
New Castle,06-17,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,07-17,U.S. House,,DEMOCRATIC,Miller M C,216
New Castle,07-17,U.S. House,,REPUBLICAN,Castle M N,449
New Castle,07-17,U.S. House,,CONSTITUTN,Webster J,13
New Castle,07-17,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,08-17,U.S. House,,DEMOCRATIC,Miller M C,304
New Castle,08-17,U.S. House,,REPUBLICAN,Castle M N,354
New Castle,08-17,U.S. House,,CONSTITUTN,Webster J,11
New Castle,08-17,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,09-17,U.S. House,,DEMOCRATIC,Miller M C,106
New Castle,09-17,U.S. House,,REPUBLICAN,Castle M N,253
New Castle,09-17,U.S. House,,CONSTITUTN,Webster J,2
New Castle,09-17,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,10-17,U.S. House,,DEMOCRATIC,Miller M C,225
New Castle,10-17,U.S. House,,REPUBLICAN,Castle M N,171
New Castle,10-17,U.S. House,,CONSTITUTN,Webster J,0
New Castle,10-17,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,11-17,U.S. House,,DEMOCRATIC,Miller M C,304
New Castle,11-17,U.S. House,,REPUBLICAN,Castle M N,230
New Castle,11-17,U.S. House,,CONSTITUTN,Webster J,3
New Castle,11-17,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,01-18,U.S. House,,DEMOCRATIC,Miller M C,238
New Castle,01-18,U.S. House,,REPUBLICAN,Castle M N,547
New Castle,01-18,U.S. House,,CONSTITUTN,Webster J,5
New Castle,01-18,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,02-18,U.S. House,,DEMOCRATIC,Miller M C,158
New Castle,02-18,U.S. House,,REPUBLICAN,Castle M N,409
New Castle,02-18,U.S. House,,CONSTITUTN,Webster J,1
New Castle,02-18,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,03-18,U.S. House,,DEMOCRATIC,Miller M C,125
New Castle,03-18,U.S. House,,REPUBLICAN,Castle M N,215
New Castle,03-18,U.S. House,,CONSTITUTN,Webster J,7
New Castle,03-18,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,04-18,U.S. House,,DEMOCRATIC,Miller M C,412
New Castle,04-18,U.S. House,,REPUBLICAN,Castle M N,631
New Castle,04-18,U.S. House,,CONSTITUTN,Webster J,6
New Castle,04-18,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,05-18,U.S. House,,DEMOCRATIC,Miller M C,421
New Castle,05-18,U.S. House,,REPUBLICAN,Castle M N,547
New Castle,05-18,U.S. House,,CONSTITUTN,Webster J,11
New Castle,05-18,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,06-18,U.S. House,,DEMOCRATIC,Miller M C,274
New Castle,06-18,U.S. House,,REPUBLICAN,Castle M N,257
New Castle,06-18,U.S. House,,CONSTITUTN,Webster J,2
New Castle,06-18,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,07-18,U.S. House,,DEMOCRATIC,Miller M C,401
New Castle,07-18,U.S. House,,REPUBLICAN,Castle M N,638
New Castle,07-18,U.S. House,,CONSTITUTN,Webster J,6
New Castle,07-18,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,08-18,U.S. House,,DEMOCRATIC,Miller M C,7
New Castle,08-18,U.S. House,,REPUBLICAN,Castle M N,13
New Castle,08-18,U.S. House,,CONSTITUTN,Webster J,0
New Castle,08-18,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,09-18,U.S. House,,DEMOCRATIC,Miller M C,280
New Castle,09-18,U.S. House,,REPUBLICAN,Castle M N,518
New Castle,09-18,U.S. House,,CONSTITUTN,Webster J,7
New Castle,09-18,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,10-18,U.S. House,,DEMOCRATIC,Miller M C,161
New Castle,10-18,U.S. House,,REPUBLICAN,Castle M N,268
New Castle,10-18,U.S. House,,CONSTITUTN,Webster J,5
New Castle,10-18,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,01-19,U.S. House,,DEMOCRATIC,Miller M C,421
New Castle,01-19,U.S. House,,REPUBLICAN,Castle M N,733
New Castle,01-19,U.S. House,,CONSTITUTN,Webster J,9
New Castle,01-19,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,02-19,U.S. House,,DEMOCRATIC,Miller M C,325
New Castle,02-19,U.S. House,,REPUBLICAN,Castle M N,498
New Castle,02-19,U.S. House,,CONSTITUTN,Webster J,7
New Castle,02-19,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,03-19,U.S. House,,DEMOCRATIC,Miller M C,220
New Castle,03-19,U.S. House,,REPUBLICAN,Castle M N,733
New Castle,03-19,U.S. House,,CONSTITUTN,Webster J,7
New Castle,03-19,U.S. House,,LIBERTARIN,Thomas B,15
New Castle,04-19,U.S. House,,DEMOCRATIC,Miller M C,263
New Castle,04-19,U.S. House,,REPUBLICAN,Castle M N,571
New Castle,04-19,U.S. House,,CONSTITUTN,Webster J,11
New Castle,04-19,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,05-19,U.S. House,,DEMOCRATIC,Miller M C,179
New Castle,05-19,U.S. House,,REPUBLICAN,Castle M N,386
New Castle,05-19,U.S. House,,CONSTITUTN,Webster J,5
New Castle,05-19,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,06-19,U.S. House,,DEMOCRATIC,Miller M C,181
New Castle,06-19,U.S. House,,REPUBLICAN,Castle M N,288
New Castle,06-19,U.S. House,,CONSTITUTN,Webster J,3
New Castle,06-19,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,07-19,U.S. House,,DEMOCRATIC,Miller M C,290
